,Word,Count
1741,allied,5
1742,directorate,2
1743,transport,23
1744,cross-country,1
1745,twelve,9
1746,kiled,1
1747,thirteen,6
1748,displayed,2
1749,memphis,1
1750,non-combat,2
1751,mission,28
1752,recognize,19
1753,entirely,1
1754,covered,26
1755,row,5
1756,dorval,4
1757,foot,18
1758,tibet,1
1759,getting,8
1760,bearing,15
1761,normandy,3
1762,invasion,3
1763,discintigrated,1
1764,mid-aid,1
1765,jack,2
1766,pad,3
1767,root,2
1768,holes,2
1769,directly,11
1770,tanks,23
1771,exhaust,10
1772,throttles,10
1773,descend,45
1774,flame,5
1775,far,14
1776,igniting,1
1777,fumes,6
1778,chunking,2
1779,holding,37
1780,newfoundland,2
1781,shrouded,11
1782,jackpole,1
1783,liberty,1
1784,anchor,3
1785,drifted,17
1786,unlighted,3
1787,spun,3
1788,lift,13
1789,inexperience,9
1790,handling,8
1791,'hong,1
1792,navy,17
1793,p.,2
1794,kennedy,11
1795,jr.,3
1796,brother,3
1797,f.,4
1798,world,5
1799,ii,7
1800,volunteered,1
1801,aphrodite,1
1802,completing,5
1803,combat,1
1804,tours,1
1805,explosive-laden,1
1806,intending,1
1807,aim,1
1808,bail,1
1809,guide,3
1810,via,5
1811,submarine,1
1812,pen,1
1813,apparently,16
1814,armed,5
1815,switches,1
1816,photographichase,1
1817,franklin,3
1818,roosevelt,4
1819,son,11
1820,elliot,2
1821,cafe,1
1822,warton,1
1823,depot,2
1824,residential,19
1825,visiblility,1
1826,trans-atlantiflilght,1
1827,merauke,1
1828,cairns,2
1829,eta,1
1830,scientifiexpedition,1
1831,january,4
1832,suspected,12
1833,spain,5
1834,bristol,2
1835,beau,1
1836,penetrated,16
1837,shut-down,2
1838,mosquito,1
1839,catastrophistructural,1
1840,entering,24
1841,important,2
1842,fact,10
1843,undoubtedly,1
1844,abnormal,7
1845,i.e,2
1846,instant,1
1847,becoming,21
1848,patrol,3
1849,digboi,1
1850,bubank,1
1851,minimum,110
1852,enforce,3
1853,adherence,5
1854,bedford,1
1855,band,10
1856,leader,6
1857,musician,2
1858,glenn,1
1859,miller,2
1860,morgan,1
1861,lt,2
1862,colonel,1
1863,norman,1
1864,baessell,1
1865,bombs,3
1866,jettisoned,2
1867,raid,2
1868,intended,12
1869,nose-down,20
1870,realize,10
1871,correct,30
1872,lack,141
1873,adequate,62
1874,supervision,13
1875,verdugo,1
1876,palmdale,2
1877,site,13
1878,obtain,7
1879,transmit,2
1880,improperly,33
1881,executed,23
1882,missed,66
1883,donna,1
1884,reed,1
1885,juarez,1
1886,obtained,5
1887,divorce,1
1888,husband,4
1889,bumped,1
1890,room,3
1891,wartime-travel,1
1892,priority,2
1893,climbing,50
1894,glade,1
1895,plan,22
1896,remain,11
1897,laxity,1
1898,supervising,1
1899,slope,40
1900,cheat,1
1901,morgantown,1
1902,authorized,13
1903,guildford,3
1904,evacuation,6
1905,munich,2
1906,involved,8
1907,entire,6
1908,settled,7
1909,rolled,51
1910,drainage,6
1911,unfavorable,8
1912,factors,106
1913,gusts,3
1914,prevailed,8
1915,deep,5
1916,sorido,1
1917,airstrip,16
1918,visiblity,2
1919,radar,71
1920,vfr,230
1921,ifr,124
1922,atlanticoast,1
1923,carstenz,1
1924,discovered,14
1925,december,1
1926,destoying,1
1927,trans-atlantiflight,1
1928,victoria,4
1929,deviating,5
1930,traffic,11
1931,planes,49
1932,parachuted,7
1933,infant,3
1934,vigilance,5
1935,floor,10
1936,empire,1
1937,state,17
1938,col.,1
1939,smith,4
1940,disoriented,21
1941,wait,3
1942,impatient,1
1943,falsely,2
1944,declared,16
1945,official,9
1946,business,8
1947,guardia,8
1948,intention,2
1949,diverting,12
1950,ton,1
1951,hole,10
1952,poured,3
1953,floors,3
1954,ablaze,1
1955,exited,6
1956,penthouse,1
1957,entered,89
1958,shaft,7
1959,severed,5
1960,cables,11
1961,plunging,3
1962,sub,1
1963,basement,1
1964,suffering,3
1965,legs,6
1966,suitable,10
1967,passed,10
1968,florence,3
1969,originated,10
1970,compartment,21
1971,lavatory,10
1972,milne,2
1973,routine,7
1974,dobodura,1
1975,execute,21
1976,execution,10
1977,settling,2
1978,transmission,12
1979,nanyman,1
1980,informing,2
1981,himalaysas,1
1982,expierence,1
1983,corpus,1
1984,christi,1
1985,training,78
1986,impacting,7
1987,exeriencing,1
1988,asked,11
1989,months,10
1990,meta,1
1991,bounced,24
1992,reaching,28
1993,lauderdale,2
1994,incident,3
1995,'bermuda,1
1996,triangle,1
1997,legend,1
1998,hitting,22
1999,belief,2
2000,fast,16
2001,provided,11
2002,roll,36
2003,bring,2
2004,overshooting,7
2005,worsening,3
2006,birmingham,1
2007,barrier,8
2008,committing,3
2009,spiraled,6
2010,connection,5
2011,ptolemy,1
2012,elk,4
2013,unauthorized,7
2014,assure,8
2015,originally,2
2016,filed,4
2017,amended,1
2018,msl,5
2019,tierra,1
2020,blanca,2
2021,thing,1
2022,ruzyne,1
2023,aerodome,1
2024,mins,1
2025,hobart,1
2026,engagement,2
2027,autopilot,26
2028,crossfeed,2
2029,donner,1
2030,ceylon,1
2031,cocos,1
2032,islands,7
2033,boac,2
2034,sydney-london,1
2035,services,3
2036,crews,21
2037,london-karachi,1
2038,karachi-sydney,1
2039,wellington,3
2040,engaged,12
2041,exercises,8
2042,spitfire,1
2043,using,19
2044,dummy,1
2045,target,7
2046,port,35
2047,kept,1
2048,till,3
2049,center,52
2050,rabat,2
2051,signal,7
2052,transmitted,12
2053,probable,34
2054,leakage,3
2055,hydraulifluid,5
2056,somehow,1
2057,heated,1
2058,released,7
2059,unconcious,1
2060,practice,7
2061,maneuvers,10
2062,richmond,1
2063,shut,28
2064,rough,7
2065,single-engine,9
2066,oslo,3
2067,fjord,1
2068,erupted,9
2069,eight,13
2070,kano,4
2071,ikeja,1
2072,tom,2
2073,westover,1
2074,generator,12
2075,lead-through,1
2076,stud,1
2077,installation,7
2078,baggage,22
2079,intense,8
2080,heat,7
2081,electrical,44
2082,arching,1
2083,ignition,16
2084,insulation,6
2085,creation,1
2086,incapable,3
2087,controlling,7
2088,powerlines,5
2089,grounding,1
2090,star,7
2091,lisbon,3
2092,airfiend,1
2093,overshot,26
2094,thunder,3
2095,panamanian,2
2096,coiba,1
2097,ten,12
2098,mistberget,1
2099,inadequate,129
2100,equipment,31
2101,glide,18
2102,lakhurst,1
2103,circumstantial,1
2104,suggests,3
2105,strongly,3
2106,selection,5
2107,auxiliary,5
2108,contained,3
2109,amount,8
2110,premature,39
2111,establishing,4
2112,moline,1
2113,prop,20
2114,feathered,29
2115,initiated,46
2116,landing.the,2
2117,extended,29
2118,touched,37
2119,fracture,22
2120,copenhagen,2
2121,factory,3
2122,yard,3
2123,elko,1
2124,two-year-old,1
2125,boy,12
2126,mishandling,1
2127,explanation,3
2128,'star,3
2129,hangers,1
2130,jungles,4
2131,magdalena,1
2132,mi,4
2133,gander,3
2134,dakota,4
2135,foothills,5
2136,janerio,2
2137,straight,5
2138,'flagship,1
2139,concluded,6
2140,alert,15
2141,maintaining,11
2142,toward,12
2143,gained,4
2144,strait,7
2145,malacca,1
2146,single,15
2147,apeldoorn,1
2148,attempts,27
2149,different,10
2150,skidded,19
2151,manoeuvring,3
2152,'mainliner,1
2153,michigan,10
2154,prairie,2
2155,lands,1
2156,laramie,1
2157,deteriorating,27
2158,worse,4
2159,planning,50
2160,forecast,10
2161,provisions,2
2162,rid,1
2163,mistaken,3
2164,markers,1
2165,abandon,4
2166,confronted,3
2167,mph,18
2168,letdown,2
2169,previously,3
2170,fix,7
2171,aggravated,5
2172,static,1
2173,anticipated,2
2174,velocities,1
2175,preoccupation,6
2176,conversation,2
2177,lined,2
2178,sharp,11
2179,dove,11
2180,iwo,2
2181,jima,2
2182,cedrel,1
2183,meshed,1
2184,picking,2
2185,disappearing,4
2186,positon,1
2187,toledo,2
2188,rainer,1
2189,itami,1
2190,base,63
2191,banahaur,1
2192,cuyapaipe,1
2193,county,8
2194,obstructions,14
2195,respect,4
2196,laguna,1
2197,various,3
2198,accidents,8
2199,fourth,10
2200,exhaustion,16
2201,situated,1
2202,fergus,1
2203,altimeter,31
2204,reading,6
2205,reversal,11
2206,primary,15
2207,statisource,1
2208,restriction,1
2209,vision,2
2210,fogging,1
2211,unheated,1
2212,windshield,10
2213,solimoes,1
2214,extension,13
2215,amazon,7
2216,millville,2
2217,traffiin,1
2218,carry,14
2219,find,9
2220,bureau,1
2221,anticipate,1
2222,caa,3
2223,arrival,10
2224,pacifiocean,14
2225,laoaq,1
2226,bordeaux,1
2227,lympne,1
2228,throughout,5
2229,unfamilar,1
2230,winston-salem,1
2231,unapproved,1
2232,let,5
2233,positively,1
2234,erroneous,12
2235,least,7
2236,occasions,3
2237,farther,1
2238,actually,8
2239,moments,12
2240,airborne,44
2241,ceskoslovenske,2
2242,spencer,4
2243,none,11
2244,loaded,28
2245,allowed,38
2246,become,9
2247,semi-stalled,1
2248,parker,1
2249,kobenhavn-kastrup,1
2250,fireball,2
2251,remove,11
2252,locking,7
2253,pins,2
2254,grace,1
2255,moore,1
2256,crown,1
2257,gustav,1
2258,adolf,1
2259,cintra,1
2260,condtions,10
2261,harrington,1
2262,rpm,4
2263,reduction,7
2264,downwind,6
2265,contamination,23
2266,gredos,1
2267,madrid,4
2268,'ruta,1
2269,colon,2
2270,momentary,3
2271,overcontrol,1
2272,critically,2
2273,stages,9
2274,ils,71
2275,terracina,1
2276,egyptian,2
2277,princess,2
2278,court,4
2279,remains,9
2280,possibility,10
2281,el,22
2282,tabalazo,1
2283,cordillera,1
2284,moucherolles,1
2285,grenoble,1
2286,avalanche,3
2287,caracas,5
2288,unwise,3
2289,lights,51
2290,hand,17
2291,pattern,32
2292,keep,7
2293,diligent,1
2294,lookout,12
2295,tire,24
2296,lethbridge,1
2297,alberta,1
2298,vancouver,10
2299,identified,8
2300,september,2
2301,seymour,1
2302,slammed,8
2303,release,4
2304,lock,17
2305,discontinue,8
2306,apprehension,1
2307,calm,3
2308,baltimore,2
2309,charles,4
2310,town,12
2311,wv,2
2312,adquate,1
2313,reference,42
2314,given,15
2315,atc,90
2316,originating,2
2317,westbound,1
2318,round-the-world,1
2319,service,26
2320,istanbul,3
2321,closed,18
2322,airports,4
2323,repair,8
2324,chose,12
2325,continue,42
2326,overheated,7
2327,gene,2
2328,roddenberry,1
2329,creator,1
2330,trek,1
2331,deadheading,1
2332,helped,3
2333,replace,3
2334,experienced,62
2335,earlier,10
2336,feather,20
2337,thrust,54
2338,eclipse,1
2339,charter,20
2340,puerto,9
2341,rico,5
2342,flow,4
2343,spark,7
2344,plugs,6
2345,defective,11
2346,defect,3
2347,contributed,19
2348,fatigue,117
2349,coupled,4
2350,cooperation,1
2351,truck,7
2352,mendoza,2
2353,argentina,1
2354,chile,3
2355,tupungato,1
2356,capable,1
2357,thinking,4
2358,dust,4
2359,miss,2
2360,blue,2
2361,bell,5
2362,touchdown,17
2363,flarepath,1
2364,bounce,6
2365,prank,1
2366,riding,2
2367,jump,7
2368,command,38
2369,knowing,6
2370,trim,34
2371,tab,8
2372,response,16
2373,disengaged,3
2374,lockthe,1
2375,outside,17
2376,belts,4
2377,accidentally,11
2378,heads,2
2379,realized,7
2380,feathering,14
2381,strapped,3
2382,identical,2
2383,transferred,6
2384,intentionally,7
2385,transfer,7
2386,overflowing,2
2387,flowed,2
2388,vent,6
2389,slip,2
2390,stream,2
2391,heater,10
2392,combustion,3
2393,intake,4
2394,scoop,2
2395,fueled,2
2396,magnesium,1
2397,flares,1
2398,strored,1
2399,flaw,12
2400,tamgas,1
2401,abandoning,2
2402,annette,1
2403,radioing,1
2404,intentions,3
2405,proceed,6
2406,juneau,4
2407,talisman,1
2408,hymettus,1
2409,hassani,1
2410,douglas,7
2411,belly,11
2412,morning,6
2413,corpses,1
2414,victim,2
2415,pockets,1
2416,inside-out,1
2417,'sunnan,1
2418,fatalities,9
2419,slipstream,1
2420,suck,2
2421,fresh,2
2422,inlet,4
2423,strayed,10
2424,stuck,5
2425,santa,18
2426,maria,13
2427,del,6
2428,monte,2
2429,territory,5
2430,tabor,1
2431,yakutat,2
2432,titograd,1
2433,communist,3
2434,anti,1
2435,-aircraft,1
2436,drifting,4
2437,aborted,55
2438,automobile,3
2439,person,5
2440,wet,7
2441,accomplish,2
2442,goose,1
2443,right-hand,3
2444,spiral,17
2445,illumination,2
2446,faults,1
2447,lighting,14
2448,system,138
2449,leon,2
2450,publisquare,1
2451,homes,7
2452,approaches,11
2453,stopped,14
2454,restart,4
2455,banked,38
2456,savannah,1
2457,selector,13
2458,valves,3
2459,positioned,7
2460,supplied,5
2461,auxilliary,1
2462,scheduled,31
2463,maintenance,89
2464,separate,7
2465,tests,2
2466,showed,16
2467,pump,12
2468,spray,1
2469,driven,1
2470,bermuda,4
2471,azores,4
2472,tiger,1
2473,purser.the,1
2474,stresses,4
2475,induced,16
2476,accumulative,1
2477,frankfurt,1
2478,ste,1
2479,mere,1
2480,l'eglise,1
2481,showers,12
2482,mati,1
2483,land.the,1
2484,brazilian,5
2485,dependents,2
2486,misjudgement,5
2487,built,3
2488,longitudinal,4
2489,lunghwa,1
2490,shanghai,3
2491,sanford,2
2492,anchorage,3
2493,alaska,11
2494,obscuring,1
2495,aurora,3
2496,borealis,1
2497,airway,14
2498,cristais,1
2499,gatow,1
2500,yakovlev,1
2501,total,20
2502,vickers,1
2503,viking,6
2504,yak,3
2505,accepted,3
2506,rules,18
2507,shannon,5
2508,apart,21
2509,fluorescent,1
2510,empress,3
2511,skies,3
2512,turbulent,8
2513,kathleen,1
2514,cavendish,1
2515,sister,2
2516,spitzkop,1
2517,'miss,1
2518,carry-in,1
2519,beneath,3
2520,fin,5
2521,prepatory,1
2522,carbon,10
2523,dioxide,4
2524,extinguishers,2
2525,warning,72
2526,lowered,4
2527,heavier,2
2528,accumulated,5
2529,asphyxiated,2
2530,voltage,4
2531,crashes,6
2532,enter,17
2533,heating,1
2534,ordered,7
2535,installed,18
2536,earl,1
2537,carroll,1
2538,theatrical,1
2539,impresario,1
2540,knew,2
2541,danger,4
2542,overcome,6
2543,suppressed,4
2544,reports,14
2545,added,2
2546,manual,15
2547,mainliner,1
2548,overrunning,8
2549,sas,3
2550,avro,3
2551,thirty-two,1
2552,da,5
2553,lat,1
2554,apply,6
2555,recommended,10
2556,specified,6
2557,struggle,5
2558,incapacitated,5
2559,hijackers,12
2560,cap-des-rosiers,1
2561,plate,1
2562,atlantion,1
2563,martinique,1
2564,etienne,1
2565,mauritania,1
2566,states,4
2567,guard,9
2568,cutter,2
2569,campbell,3
2570,finding,2
2571,debris,17
2572,august,1
2573,survivors,16
2574,judgement,29
2575,allowing,12
2576,contributory,4
2577,overload,3
2578,badly,1
2579,cofg,1
2580,aft,32
2581,load,12
2582,secured,5
2583,galeras,1
2584,volcano,17
2585,panel,7
2586,crack,16
2587,flange,3
2588,square,7
2589,crosswinds,4
2590,stopover,1
2591,prestwick,1
2592,scotland,1
2593,choose,3
2594,east-northeast,1
2595,information,29
2596,nijmegen,1
2597,undertaking,1
2598,simulated,9
2599,twenty-five,1
2600,cape,5
2601,macedon,1
2602,hidden,2
2603,trailing,8
2604,omission,5
2605,sealing,1
2606,washer,2
2607,filter,2
2608,systems,16
2609,culminating,3
2610,finally,6
2611,main,56
2612,bogata,1
2613,taigetos,1
2614,balsalt,1
2615,trapped,6
2616,reversed,8
2617,quentin,1
2618,teddy,1
2619,pandols,1
2620,departure,43
2621,batteries,5
2622,offical,1
2623,arbetello,1
2624,geographical,2
2625,features,2
2626,recognition,2
2627,mislead,1
2628,believing,3
2629,group,11
2630,yale,1
2631,university,6
2632,students,3
2633,christmas,1
2634,vacation,2
2635,midway,6
2636,wheel,18
2637,hanger,6
2638,formations,1
2639,frost,3
2640,overloaded,64
2641,lbs,9
2642,overspeeding,14
2643,alertness,3
2644,spins,2
2645,airloads,1
2646,stabilizer,34
2647,elevators,5
2648,kingston,1
2649,jamaica,3
2650,n.,1
2651,nothing,5
2652,heard,27
2653,good,14
2654,ariel,1
2655,bg,1
2656,afw,1
2657,homer,3
2658,federal,15
2659,regulations,12
2660,designated,2
2661,cessna,50
2662,lockheed,3
2663,laned,1
2664,joint,2
2665,constellation,5
2666,observe,8
2667,concentration,1
2668,trafficould,1
2669,constellation.the,1
2670,monarch,1
2671,utilizing,2
2672,insuffuciency,1
2673,shortage,1
2674,progressively,4
2675,unbalanced,1
2676,stage,15
2677,since,5
2678,inbound,8
2679,directed,3
2680,month,4
2681,huanuco,2
2682,anson,2
2683,ensure,16
2684,effective,5
2685,braemar,1
2686,resevoir,1
2687,coolangatta,1
2688,lisboa,1
2689,milan,2
2690,torino,1
2691,soccer,12
2692,team,27
2693,homebase,1
2694,sanctuary,2
2695,superga,1
2696,pivoted,1
2697,daet,1
2698,camarines,1
2699,ex-convicts,1
2700,confessed,2
2701,planting,2
2702,bomb,44
2703,order,13
2704,kill,5
2705,woman,7
2706,athens,9
2707,florianpolis,1
2708,attain,5
2709,optimum,1
2710,together,4
2711,ditching,16
2712,incorrect,41
2713,bari,2
2714,cairo,12
2715,housing,7
2716,camp,4
2717,ghatkopar,1
2718,ene,3
2719,brushed,2
2720,pulling,4
2721,discontinued,2
2722,changed,10
2723,mind,1
2724,malfunction,38
2725,necessitated,6
2726,limits,24
2727,buzzing,2
2728,pulled,16
2729,fifteen,6
2730,aerobatimaneuvers,1
2731,twenty,12
2732,arriving,3
2733,porto,2
2734,alegre,1
2735,g,7
2736,extinguish,1
2737,avail,1
2738,panicking,1
2739,gravity,32
2740,hard,26
2741,detached,7
2742,relief,10
2743,efforts,2
2744,ecuador,4
2745,earthquake,5
2746,ireland,3
2747,exposure,6
2748,supervise,5
2749,achieve,3
2750,rate,73
2751,lead,6
2752,quebec,1
2753,detonation,33
2754,dynamite,5
2755,planted,4
2756,albert,1
2757,guay,2
2758,jeweler,2
2759,plot,3
2760,wife,9
2761,assembled,1
2762,accomplice,1
2763,marguerite,1
2764,pitre,2
2765,express,10
2766,ms.,1
2767,clockmaker,1
2768,mechanism,12
2769,insurance,6
2770,policy,4
2771,dollars,3
2772,hanged,1
2773,crimes,1
2774,popocatepetl,1
2775,mercy,1
2776,redondo,1
2777,miguel,3
2778,adopted,1
2779,false,13
2780,report,17
2781,give,6
2782,middleweight,1
2783,boxing,2
2784,champion,4
2785,marcel,1
2786,cerdan,1
2787,ginette,1
2788,neveu,1
2789,potomariver,3
2790,accused,3
2791,charges,3
2792,representative,6
2793,massachusetts,3
2794,michael,1
2795,helen,2
2796,hokinson,1
2797,cartoonist,1
2798,yorker,1
2799,magazine,1
2800,lyons,1
2801,surge,1
2802,instructions,28
2803,discipline,8
2804,vallejo,1
2805,assigned,14
2806,flightplan,1
2807,outskirts,2
2808,hoikow,1
2809,hainan,1
2810,threshold,37
2811,national,27
2812,tamatave,1
2813,strategiair,1
2814,elmendorf,2
2815,afb,7
2816,falls,5
2817,persons,5
2818,except,3
2819,civilian,10
2820,dependent,1
2821,child,6
2822,snag,1
2823,yt,1
2824,amber,3
2825,arrive,5
2826,flag,1
2827,marked,3
2828,red,5
2829,neon,1
2830,blowing,6
2831,llandow,1
2832,touch,6
2833,application,13
2834,placement,2
2835,luggage,8
2836,relation,4
2837,counteract,3
2838,rise,4
2839,etimeagut,1
2840,aileron,15
2841,couplings,1
2842,tanzawa,1
2843,lagens,1
2844,loading,15
2845,dispatch,4
2846,cumulonimbus,5
2847,displacement,2
2848,uncontrolled,29
2849,separating,4
2850,melbourne,1
2851,florida,4
2852,wilmington,1
2853,carolina,2
2854,deepest,1
2855,areas,11
2856,atlantiand,1
2857,fonseca,1
2858,bahrain,2
2859,accurate,4
2860,know,7
2861,existed,11
2862,temperature,6
2863,inversion,2
2864,levels,4
2865,shamal,2
2866,tailwind,5
2867,committed,6
2868,relatively,4
2869,sand,6
2870,haze,10
2871,knots,15
2872,saigon,5
2873,minneapolis,1
2874,recoverable,1
2875,silt,1
2876,ploughed,2
2877,shredding,1
2878,contents,1
2879,'amana,1
2880,climb-out,4
2881,o-shima,1
2882,reached,26
2883,unexplained,3
2884,surviving,4
2885,stated,21
2886,moderate,10
2887,bumps,1
2888,dimming,1
2889,leading,49
2890,overspeed,5
2891,successfully,10
2892,retract,6
2893,slid,31
2894,trailer,1
2895,brigadier,1
2896,travis,5
2897,renamed,1
2898,honor,1
2899,forested,8
2900,gua,1
2901,musang,1
2902,district,8
2903,master,3
2904,rod,14
2905,maryland,4
2906,parts,19
2907,oneida,1
2908,cowling,2
2909,output,3
2910,kwajalein,1
2911,vertigo,1
2912,korea,2
2913,ashiya,1
2914,unwanted,5
2915,mill,2
2916,everyone,1
2917,attendant,13
2918,overshoot,14
2919,certainty,3
2920,facts,2
2921,break-off,1
2922,less,15
2923,results,1
2924,mont,2
2925,blansummit,1
2926,warned,6
2927,geneva,3
2928,acknowledged,2
2929,overfly,1
2930,'malabar,1
2931,carrier,10
2932,tete,1
2933,l'obiou,1
2934,corrective,4
2935,moran,1
2936,imc,31
2937,regulator,1
2938,look,2
2939,region,13
2940,lagoons,1
2941,kms,7
2942,drops,2
2943,cliffs,4
2944,seconds,45
2945,tabayowhile,1
2946,okanagan,1
2947,penticton,1
2948,permissible,1
2949,plata,3
2950,bukit,1
2951,besar,1
2952,electing,2
2953,conrol,1
2954,mixture,4
2955,visible,4
2956,late,21
2957,ayudhya,1
2958,cartagena,1
2959,catastrophiexplosion,1
2960,limerick,1
2961,ynez,1
2962,barbara,3
2963,charlston,1
2964,kanawha,2
2965,cuba,1
2966,beechcraft,7
2967,thirty-nine,2
2968,kirkland,1
2969,gusty,7
2970,difficulty,12
2971,keeping,4
2972,crossed,10
2973,corrected,15
2974,jet,58
2975,pod,2
2976,afire,1
2977,maintained,31
2978,disconnecting,2
2979,articulated,1
2980,governor,9
2981,pin,8
2982,spindle,5
2983,nut,9
2984,ball-joint,1
2985,unscrewed,1
2986,apporach,7
2987,republic,1
2988,crystal,1
2989,depressed,1
2990,adf,3
2991,affected,8
2992,bridger,1
2993,wy,1
2994,dore,1
2995,working,12
2996,huon,1
2997,tokyo,15
2998,probems,1
2999,rupture,2
3000,hydraulicircuit,1
3001,projection,1
3002,difficulties,9
3003,restricting,2
3004,resuming,1
3005,restarting,2
3006,created,9
3007,situation,22
3008,dissymmetrical,1
3009,thus,8
3010,subjecting,1
3011,airframe,16
3012,accompanied,5
3013,buffeting,3
3014,alternating,1
3015,exceeded,28
3016,tail-plane,1
3017,break,12
3018,municipal,13
3019,sse,2
3020,tolman,1
3021,patches,1
3022,low-frequency,1
3023,tuned,2
3024,adhere,8
3025,congonhas,2
3026,effected,5
3027,ingeli,1
3028,mistook,4
3029,nanaimo,1
3030,benson,1
3031,guatemala,4
3032,cigarette,3
3033,marginal,16
3034,contract,3
3035,dune,2
3036,noticed,5
3037,emanating,3
3038,gradually,5
3039,vacant,4
3040,hold-down,2
3041,studs,3
3042,pounds,6
3043,serious,8
3044,precipitating,1
3045,mehrabad,2
3046,proceding,1
3047,outbound,3
3048,fairbanks,2
3049,subsequently,21
3050,chena,1
3051,dome,2
3052,westerly,1
3053,utilize,2
3054,soft,3
3055,peat,1
3056,bog,1
3057,llyn,1
3058,gwynant,1
3059,down-currents,1
3060,lee,4
3061,snowdon,1
3062,sandpit,1
3063,retraction,11
3064,frigid,1
3065,apartment,5
3066,laterally,1
3067,damaged,18
3068,stopping,3
3069,piston,8
3070,lug,1
3071,civilians,4
3072,complex,2
3073,'ve,3
3074,subsequent,44
3075,cinta,1
3076,ignorance,1
3077,undershot,22
3078,qnh,4
3079,customary,1
3080,qfe,3
3081,ailerons,5
3082,chain,5
3083,sprocket,1
3084,jammed,9
3085,blind,10
3086,glided,2
3087,ranches,1
3088,antonio,2
3089,'koningin,1
3090,juliana,2
3091,cerro,7
3092,grande,5
3093,surges,2
3094,ave.,1
3095,queens,1
3096,feed,3
3097,diaphragm,1
3098,deterioration,4
3099,segment,6
3100,oshima,2
3101,mihara,1
3102,isle,3
3103,problems.the,1
3104,place,17
3105,changing,7
3106,persistent,1
3107,re-establish,1
3108,nose-high,8
3109,progressive,6
3110,endeavor,1
3111,puente,1
3112,voluntarily,1
3113,restricted,11
3114,medical,14
3115,certificate,4
3116,suspension,1
3117,allegations,2
3118,violations,3
3119,listed,3
3120,overweight,7
3121,seats,1
3122,nnw,1
3123,highly,1
3124,unbalance,1
3125,forces,28
3126,distintegration,1
3127,'clipper,15
3128,hope,1
3129,whaling,1
3130,antarctic,1
3131,drive,6
3132,seizure,3
3133,deficient,5
3134,lowering,4
3135,staff,5
3136,locks,6
3137,oasis,1
3138,evacuated,2
3139,navagational,1
3140,errors,24
3141,parameters,5
3142,gyroscopicompass,2
3143,gyrosyn,1
3144,assistance,4
3145,compasses,1
3146,magneticompass,2
3147,'horus,1
3148,international,50
3149,waters,10
3150,surveillance,8
3151,farms,1
3152,holy,2
3153,participating,4
3154,atlantitreaty,1
3155,unsafe,10
3156,door,44
3157,warnings,19
3158,pressurized,2
3159,locked,8
3160,khewra,1
3161,original,3
3162,commencement,2
3163,secondary,6
3164,kosti,1
3165,equipped,13
3166,align,2
3167,consequence,3
3168,windsock,1
3169,support,10
3170,lay,1
3171,performance,28
3172,farnborough,1
3173,show,10
3174,corporation,3
3175,derry,2
3176,observer,1
3177,tony,2
3178,richards,1
3179,fifty,1
3180,fault,6
3181,shaped,1
3182,outat,1
3183,anderson,1
3184,aids,15
3185,unserviceability,2
3186,r/t,1
3187,lesser,1
3188,physical,9
3189,captains,1
3190,uncertainty,2
3191,air-sea,1
3192,tarbat,1
3193,ness,1
3194,int,1
3195,japan,10
3196,signs,3
3197,washed,1
3198,ashore,1
3199,gray,1
3200,mckinley,1
3201,prepared,15
3202,vibrations,5
3203,fall,5
3204,gannett,1
3205,laden,3
3206,atlantic,3
3207,laoag,1
3208,pistol,2
3209,demanded,3
3210,amoy,1
3211,mainland,1
3212,put,11
3213,hijacker,13
3214,balance,10
3215,meanwhile,3
3216,steward,3
3217,come,7
3218,knocked,2
3219,nationalists,1
3220,harvard,5
3221,chased,1
3222,sprayed,1
3223,machine,1
3224,gun,4
3225,managed,6
3226,met,3
3227,nationalist,1
3228,quemoy,2
3229,arrested,6
3230,overstressing,4
3231,coordinates,1
3232,shelling,1
3233,sandstorm,14
3234,mobile,2
3235,alabama,2
3236,'frontal,1
3237,portions,2
3238,traversing,1
3239,frontal-wave,1
3240,severity,6
3241,fully,10
3242,informed,8
3243,nose-up,8
3244,producing,3
3245,partly,1
3246,experience,27
3247,comet,1
3248,elected,5
3249,maximum,26
3250,permissable,1
3251,prevailing,10
3252,strict,1
3253,complied,2
3254,hawaii,6
3255,tail-winds,1
3256,flat,10
3257,barley,1
3258,noted,3
3259,atomibombs,1
3260,magnitude,1
3261,cracks,14
3262,grease,1
3263,fitting,8
3264,fit,1
3265,bolts,13
3266,booms,1
3267,corrosion,13
3268,boom,5
3269,bolt,12
3270,climbed,28
3271,slight,5
3272,cracking,3
3273,precautionary,5
3274,steps,1
3275,hearing,2
3276,firing,2
3277,khasi,1
3278,upload,1
3279,subjected,3
3280,greater,5
3281,cedar,1
3282,compliance,3
3283,standards,11
3284,inspection,33
3285,exhibited,2
3286,conducive,7
3287,preignition,2
3288,ultimately,5
3289,failures,8
3290,sensory,6
3291,illusion,13
3292,indicated,23
3293,down-load,1
3294,associated,25
3295,thundersquall,1
3296,overcontrolling,1
3297,'york,1
3298,victor,2
3299,overbanked,1
3300,misuse,3
3301,torn,5
3302,marashall,1
3303,texas,6
3304,shreveport,3
3305,directives,7
3306,requiring,4
3307,avoidance,11
3308,allow,7
3309,retracted,22
3310,meadow,3
3311,girls,1
3312,bicycle,1
3313,on-board,1
3314,sao,8
